"","Strategia 1","Strategia 2","p.value","Decyzja"
"124","removal_max_median-frequency_BORUTA","removal_min_knn_BORUTA",0.818015227740882,"Nie ma podstaw do odrzucenia H"
"125","removal_max_median-frequency_BORUTA","removal_min_knn_MI",0.0199149661999879,"Odrzucamy H"
"126","removal_max_median-frequency_BORUTA","removal_min_knn_none",0.0740216742161563,"Nie ma podstaw do odrzucenia H"
"127","removal_max_median-frequency_BORUTA","removal_min_median-frequency_MI",0.946046061044995,"Nie ma podstaw do odrzucenia H"
"128","removal_max_median-frequency_BORUTA","removal_min_median-frequency_none",0.416639587106527,"Nie ma podstaw do odrzucenia H"
"129","removal_max_median-frequency_BORUTA","removal_min_median-other_BORUTA",0.0093727703784338,"Odrzucamy H"
"130","removal_max_median-frequency_BORUTA","removal_min_median-other_MCFS",0.0335676736812375,"Odrzucamy H"
"131","removal_max_median-frequency_BORUTA","removal_min_median-other_MI",0.694659693371063,"Nie ma podstaw do odrzucenia H"
"132","removal_max_median-frequency_BORUTA","removal_min_median-other_none",0.797067026909448,"Nie ma podstaw do odrzucenia H"
"133","removal_max_median-frequency_BORUTA","removal_min_median-other_VI",0.401344631429212,"Nie ma podstaw do odrzucenia H"
"134","removal_max_median-frequency_BORUTA","removal_min_mice_BORUTA",0.139935573224302,"Nie ma podstaw do odrzucenia H"
"135","removal_max_median-frequency_BORUTA","removal_min_mice_MI",0.198623791915951,"Nie ma podstaw do odrzucenia H"
"136","removal_max_median-frequency_BORUTA","removal_min_mice_none",0.329927319723209,"Nie ma podstaw do odrzucenia H"
"137","removal_max_median-frequency_MI","removal_max_knn_BORUTA",0.266935396238986,"Nie ma podstaw do odrzucenia H"
"138","removal_max_median-frequency_MI","removal_max_knn_MI",0.110030649851316,"Nie ma podstaw do odrzucenia H"
"139","removal_max_median-frequency_MI","removal_max_knn_none",0.00677818572623914,"Odrzucamy H"
"140","removal_max_median-frequency_MI","removal_max_median-frequency_BORUTA",0.97839850078326,"Nie ma podstaw do odrzucenia H"
"141","removal_max_median-frequency_MI","removal_max_median-frequency_none",0.3863067053085,"Nie ma podstaw do odrzucenia H"
"142","removal_max_median-frequency_MI","removal_max_median-other_BORUTA",0.1438330489763,"Nie ma podstaw do odrzucenia H"
"143","removal_max_median-frequency_MI","removal_max_median-other_MCFS",0.322845431804882,"Nie ma podstaw do odrzucenia H"
"144","removal_max_median-frequency_MI","removal_max_median-other_MI",0.35738947992463,"Nie ma podstaw do odrzucenia H"
"145","removal_max_median-frequency_MI","removal_max_median-other_none",0.0191791341429422,"Odrzucamy H"
"146","removal_max_median-frequency_MI","removal_max_median-other_VI",0.0303236859081742,"Odrzucamy H"
"147","removal_max_median-frequency_MI","removal_max_mice_none",0.724864539342199,"Nie ma podstaw do odrzucenia H"
"148","removal_max_median-frequency_MI","removal_med_knn_BORUTA",0.147371173142886,"Nie ma podstaw do odrzucenia H"
"149","removal_max_median-frequency_MI","removal_med_knn_MI",0.379085886175665,"Nie ma podstaw do odrzucenia H"
"150","removal_max_median-frequency_MI","removal_med_knn_none",0.244191105083265,"Nie ma podstaw do odrzucenia H"
"151","removal_max_median-frequency_MI","removal_med_median-frequency_BORUTA",0.255109213929019,"Nie ma podstaw do odrzucenia H"
"152","removal_max_median-frequency_MI","removal_med_median-frequency_MI",0.101471782026409,"Nie ma podstaw do odrzucenia H"
"153","removal_max_median-frequency_MI","removal_med_median-frequency_none",0.44044956606881,"Nie ma podstaw do odrzucenia H"
"154","removal_max_median-frequency_MI","removal_med_median-other_MCFS",0.151209797218487,"Nie ma podstaw do odrzucenia H"
"155","removal_max_median-frequency_MI","removal_med_median-other_none",0.393749049145542,"Nie ma podstaw do odrzucenia H"
"156","removal_max_median-frequency_MI","removal_med_median-other_VI",0.155298405368043,"Nie ma podstaw do odrzucenia H"
"157","removal_max_median-frequency_MI","removal_med_mice_none",0.126092520596613,"Nie ma podstaw do odrzucenia H"
"158","removal_max_median-frequency_MI","removal_min_knn_BORUTA",0.745252214615415,"Nie ma podstaw do odrzucenia H"
"159","removal_max_median-frequency_MI","removal_min_knn_MI",0.0512980370297822,"Nie ma podstaw do odrzucenia H"
"160","removal_max_median-frequency_MI","removal_min_knn_none",0.0481389131034321,"Odrzucamy H"
"161","removal_max_median-frequency_MI","removal_min_median-frequency_MI",0.978401545005776,"Nie ma podstaw do odrzucenia H"
"162","removal_max_median-frequency_MI","removal_min_median-frequency_none",0.378996343670576,"Nie ma podstaw do odrzucenia H"
"163","removal_max_median-frequency_MI","removal_min_median-other_BORUTA",0.010099195861818,"Odrzucamy H"
"164","removal_max_median-frequency_MI","removal_min_median-other_MCFS",0.0480653486290206,"Odrzucamy H"
"165","removal_max_median-frequency_MI","removal_min_median-other_MI",0.655058643684392,"Nie ma podstaw do odrzucenia H"
"166","removal_max_median-frequency_MI","removal_min_median-other_none",0.755531808274365,"Nie ma podstaw do odrzucenia H"
"167","removal_max_median-frequency_MI","removal_min_median-other_VI",0.310061605864749,"Nie ma podstaw do odrzucenia H"
"168","removal_max_median-frequency_MI","removal_min_mice_BORUTA",0.260922026331065,"Nie ma podstaw do odrzucenia H"
"169","removal_max_median-frequency_MI","removal_min_mice_MI",0.163259717495347,"Nie ma podstaw do odrzucenia H"
"170","removal_max_median-frequency_MI","removal_min_mice_none",0.343447509256424,"Nie ma podstaw do odrzucenia H"
"171","removal_max_median-frequency_none","removal_max_knn_BORUTA",0.924487930186058,"Nie ma podstaw do odrzucenia H"
"172","removal_max_median-frequency_none","removal_max_knn_MI",0.297245836471455,"Nie ma podstaw do odrzucenia H"
"173","removal_max_median-frequency_none","removal_max_knn_none",0.0880832846377442,"Nie ma podstaw do odrzucenia H"
"174","removal_max_median-frequency_none","removal_max_median-frequency_BORUTA",0.273014997257823,"Nie ma podstaw do odrzucenia H"
"175","removal_max_median-frequency_none","removal_max_median-frequency_MI",0.3863067053085,"Nie ma podstaw do odrzucenia H"
"176","removal_max_median-frequency_none","removal_max_median-other_BORUTA",0.684743356137387,"Nie ma podstaw do odrzucenia H"
"177","removal_max_median-frequency_none","removal_max_median-other_MCFS",0.94602073950729,"Nie ma podstaw do odrzucenia H"
"178","removal_max_median-frequency_none","removal_max_median-other_MI",0.956837143581072,"Nie ma podstaw do odrzucenia H"
"179","removal_max_median-frequency_none","removal_max_median-other_none",0.143738934135198,"Nie ma podstaw do odrzucenia H"
"180","removal_max_median-frequency_none","removal_max_median-other_VI",0.23894883115398,"Nie ma podstaw do odrzucenia H"
"181","removal_max_median-frequency_none","removal_max_mice_none",0.218211078137815,"Nie ma podstaw do odrzucenia H"
"182","removal_max_median-frequency_none","removal_med_knn_BORUTA",0.76585389591767,"Nie ma podstaw do odrzucenia H"
"183","removal_max_median-frequency_none","removal_med_knn_MI",0.776278119259264,"Nie ma podstaw do odrzucenia H"
"184","removal_max_median-frequency_none","removal_med_knn_none",0.903066717251844,"Nie ma podstaw do odrzucenia H"
"185","removal_max_median-frequency_none","removal_med_median-frequency_BORUTA",0.881587361512426,"Nie ma podstaw do odrzucenia H"
"186","removal_max_median-frequency_none","removal_med_median-frequency_MI",0.655058643684392,"Nie ma podstaw do odrzucenia H"
"187","removal_max_median-frequency_none","removal_med_median-frequency_none",0.745333067330803,"Nie ma podstaw do odrzucenia H"
"188","removal_max_median-frequency_none","removal_med_median-other_MCFS",0.694686935535056,"Nie ma podstaw do odrzucenia H"
"189","removal_max_median-frequency_none","removal_med_median-other_none",0.946018205392227,"Nie ma podstaw do odrzucenia H"
"190","removal_max_median-frequency_none","removal_med_median-other_VI",0.664848877011411,"Nie ma podstaw do odrzucenia H"
"191","removal_max_median-frequency_none","removal_med_mice_none",0.72487694151146,"Nie ma podstaw do odrzucenia H"
"192","removal_max_median-frequency_none","removal_min_knn_BORUTA",0.310016150107451,"Nie ma podstaw do odrzucenia H"
"193","removal_max_median-frequency_none","removal_min_knn_MI",0.416530068626832,"Nie ma podstaw do odrzucenia H"
"194","removal_max_median-frequency_none","removal_min_knn_none",0.551607312296936,"Nie ma podstaw do odrzucenia H"
"195","removal_max_median-frequency_none","removal_min_median-frequency_MI",0.291016240481369,"Nie ma podstaw do odrzucenia H"
"196","removal_max_median-frequency_none","removal_min_median-frequency_none",0.95683106952752,"Nie ma podstaw do odrzucenia H"
"197","removal_max_median-frequency_none","removal_min_median-other_BORUTA",0.140047341402884,"Nie ma podstaw do odrzucenia H"
"198","removal_max_median-frequency_none","removal_min_median-other_MCFS",0.316284092012952,"Nie ma podstaw do odrzucenia H"
"199","removal_max_median-frequency_none","removal_min_median-other_MI",0.533592269128924,"Nie ma podstaw do odrzucenia H"
"200","removal_max_median-frequency_none","removal_min_median-other_none",0.432407349389444,"Nie ma podstaw do odrzucenia H"
"201","removal_max_median-frequency_none","removal_min_median-other_VI",0.870979182352119,"Nie ma podstaw do odrzucenia H"
"202","removal_max_median-frequency_none","removal_min_mice_BORUTA",0.967605742170272,"Nie ma podstaw do odrzucenia H"
"203","removal_max_median-frequency_none","removal_min_mice_MI",0.797048378894732,"Nie ma podstaw do odrzucenia H"
"204","removal_max_median-frequency_none","removal_min_mice_none",0.735076729169828,"Nie ma podstaw do odrzucenia H"
"205","removal_max_median-other_BORUTA","removal_max_knn_BORUTA",0.817964813442492,"Nie ma podstaw do odrzucenia H"
"206","removal_max_median-other_BORUTA","removal_max_knn_MI",0.569601187259397,"Nie ma podstaw do odrzucenia H"
"207","removal_max_median-other_BORUTA","removal_max_knn_none",0.175787867000462,"Nie ma podstaw do odrzucenia H"
"208","removal_max_median-other_BORUTA","removal_max_median-frequency_BORUTA",0.143663628528809,"Nie ma podstaw do odrzucenia H"
"209","removal_max_median-other_BORUTA","removal_max_median-frequency_MI",0.1438330489763,"Nie ma podstaw do odrzucenia H"
"210","removal_max_median-other_BORUTA","removal_max_median-frequency_none",0.684743356137387,"Nie ma podstaw do odrzucenia H"
"211","removal_max_median-other_BORUTA","removal_max_median-other_MCFS",0.724938927228203,"Nie ma podstaw do odrzucenia H"
"212","removal_max_median-other_BORUTA","removal_max_median-other_MI",0.694741398019619,"Nie ma podstaw do odrzucenia H"
"213","removal_max_median-other_BORUTA","removal_max_median-other_none",0.350363035564161,"Nie ma podstaw do odrzucenia H"
"214","removal_max_median-other_BORUTA","removal_max_median-other_VI",0.316602473555986,"Nie ma podstaw do odrzucenia H"
"215","removal_max_median-other_BORUTA","removal_max_mice_none",0.078563740357933,"Nie ma podstaw do odrzucenia H"
"216","removal_max_median-other_BORUTA","removal_med_knn_BORUTA",0.956816886757708,"Nie ma podstaw do odrzucenia H"
"217","removal_max_median-other_BORUTA","removal_med_knn_MI",0.473189910462219,"Nie ma podstaw do odrzucenia H"
"218","removal_max_median-other_BORUTA","removal_med_knn_none",0.849713506275794,"Nie ma podstaw do odrzucenia H"
"219","removal_max_median-other_BORUTA","removal_med_median-frequency_BORUTA",0.892333525124202,"Nie ma podstaw do odrzucenia H"
"220","removal_max_median-other_BORUTA","removal_med_median-frequency_MI",1,"Nie ma podstaw do odrzucenia H"
"221","removal_max_median-other_BORUTA","removal_med_median-frequency_none",0.490049141138304,"Nie ma podstaw do odrzucenia H"
"222","removal_max_median-other_BORUTA","removal_med_median-other_MCFS",0.745275323244871,"Nie ma podstaw do odrzucenia H"
"223","removal_max_median-other_BORUTA","removal_med_median-other_none",0.745286875202798,"Nie ma podstaw do odrzucenia H"
"224","removal_max_median-other_BORUTA","removal_med_median-other_VI",0.924540962516206,"Nie ma podstaw do odrzucenia H"
"225","removal_max_median-other_BORUTA","removal_med_mice_none",0.913735943746438,"Nie ma podstaw do odrzucenia H"
"226","removal_max_median-other_BORUTA","removal_min_knn_BORUTA",0.1438330489763,"Nie ma podstaw do odrzucenia H"
"227","removal_max_median-other_BORUTA","removal_min_knn_MI",0.473085967682259,"Nie ma podstaw do odrzucenia H"
"228","removal_max_median-other_BORUTA","removal_min_knn_none",0.776206512445334,"Nie ma podstaw do odrzucenia H"
"229","removal_max_median-other_BORUTA","removal_min_median-frequency_MI",0.239059137823951,"Nie ma podstaw do odrzucenia H"
"230","removal_max_median-other_BORUTA","removal_min_median-frequency_none",0.524500228500324,"Nie ma podstaw do odrzucenia H"
"231","removal_max_median-other_BORUTA","removal_min_median-other_BORUTA",0.284965568456244,"Nie ma podstaw do odrzucenia H"
"232","removal_max_median-other_BORUTA","removal_min_median-other_MCFS",0.432320837039979,"Nie ma podstaw do odrzucenia H"
"233","removal_max_median-other_BORUTA","removal_min_median-other_MI",0.357321720249327,"Nie ma podstaw do odrzucenia H"
"234","removal_max_median-other_BORUTA","removal_min_median-other_none",0.238970895831965,"Nie ma podstaw do odrzucenia H"
"235","removal_max_median-other_BORUTA","removal_min_median-other_VI",0.588296312104858,"Nie ma podstaw do odrzucenia H"
"236","removal_max_median-other_BORUTA","removal_min_mice_BORUTA",0.860301208842752,"Nie ma podstaw do odrzucenia H"
"237","removal_max_median-other_BORUTA","removal_min_mice_MI",0.817964813442492,"Nie ma podstaw do odrzucenia H"
"238","removal_max_median-other_BORUTA","removal_min_mice_none",0.655195000124691,"Nie ma podstaw do odrzucenia H"
"239","removal_max_median-other_MCFS","removal_max_knn_BORUTA",0.860346667715422,"Nie ma podstaw do odrzucenia H"
"240","removal_max_median-other_MCFS","removal_max_knn_MI",0.336575049701986,"Nie ma podstaw do odrzucenia H"
"241","removal_max_median-other_MCFS","removal_max_knn_none",0.10444179198365,"Nie ma podstaw do odrzucenia H"
"242","removal_max_median-other_MCFS","removal_max_median-frequency_BORUTA",0.273014997257823,"Nie ma podstaw do odrzucenia H"
"243","removal_max_median-other_MCFS","removal_max_median-frequency_MI",0.322845431804882,"Nie ma podstaw do odrzucenia H"
"244","removal_max_median-other_MCFS","removal_max_median-frequency_none",0.94602073950729,"Nie ma podstaw do odrzucenia H"
"245","removal_max_median-other_MCFS","removal_max_median-other_BORUTA",0.724938927228203,"Nie ma podstaw do odrzucenia H"
"246","removal_max_median-other_MCFS","removal_max_median-other_MI",0.967619425257711,"Nie ma podstaw do odrzucenia H"
"247","removal_max_median-other_MCFS","removal_max_median-other_none",0.223116443986802,"Nie ma podstaw do odrzucenia H"
